"Label","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.PlateID","LarvalRecords.Row","LarvalRecords.Column","LarvalRecords.NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","GoTName","TwoPartName","TwoPartGoTName","ThreePartName","ThreePartGoTName","Field0","Genetics.ID","Genetics.LarvaID","Genetics.PlateID","Genetics.Row","Genetics.Column","raceCladeName","raceCladeNumber","CladeName","cladeNumber","cladeGoTName","Genetics.NestID","NestGoTName","Sibling","Genetics.Comments","Genetics.CreatedDate","ageOL","hatchdoy","incTime","spawn"
"K20111110-2"," 21","684","A11","M. peelii","C:\DBImages\Larva\K20111110-2.tif","12.300","12.757560","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","A","11","NA","Gut ruptured",""," 21"," 2"," NA"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","   NA","   NA","  NA","Gut ruptured","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.144074","      NA"
"K20111110-3"," 22","684","A12","M. peelii","C:\DBImages\Larva\K20111110-3.tif","    NA","       NA","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","A","12","NA","8.29 +1.46+2.04 Dodgy measurement",""," 22"," 2","250"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","250.0","14.82","  NA","8.29 +1.46+2.04 Dodgy measurement","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","15.8467","297.1533"," 6.144074","291.0092"
"K20111110-4"," 23","684","B1","M. peelii","C:\DBImages\Larva\K20111110-4.tif","    NA","       NA","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 1","NA","8.63+5.195 Dodgy measurement

Problem with measurement. Do NOT use.",""," 23"," 2","250"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","11"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","250.0","14.82","11.0","8.63+5.195 Dodgy measurement

Problem with measurement. Do NOT use.","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","15.8467","297.1533"," 6.144074","291.0092"
"K20111110-5"," 24","684","B2","M. peelii","C:\DBImages\Larva\K20111110-5.jpg","10.900","11.305480","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 2","NA","Could not count rings before polishing.",""," 24"," 2","290"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","290.0","17.19","  NA","Could not count rings before polishing.","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.2787","295.7213"," 6.144074","289.5772"
"K20111110-6"," 25","684","B3","M. peelii","C:\DBImages\Larva\K20111110-6.tif","10.380","10.766136","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 3","NA","",""," 25"," 2","300"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","10"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","300.0","17.78","10.0","","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.6367","295.3633"," 6.144074","289.2192"
"K20111110-7"," 26","684","B4","M. peelii","C:\DBImages\Larva\K20111110-7.tif","10.950","11.357340","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 4","NA","Wet Weight Total  0.0134 with ethanol which evaporates quickly

Head 0.0068
Gut 0.0046
Body 0.0077

couldn’t count b4 polish",""," 26"," 2","290"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","290.0","17.19","  NA","Wet Weight Total  0.0134 with ethanol which evaporates quickly

Head 0.0068
Gut 0.0046
Body 0.0077

couldn’t count b4 polish","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.2787","295.7213"," 6.144074","289.5772"
"K20111110-8"," 27","684","B5","M. peelii","C:\DBImages\NoImage.jpg","10.286","10.668639","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 5","NA","",""," 27"," 2","260"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","260.0","15.41","  NA","","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.2047","296.7953"," 6.144074","290.6512"
"K20111110-9"," 28","684","B6","M. peelii","C:\DBImages\NoImage.jpg","10.968","11.376010","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 6","NA","",""," 28"," 2","290"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","11"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","290.0","17.19","11.0","","","684","09-Nov-11","Drift net 5","00-Jan-00","443151","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 454508"," NA","11357","FALSE","FALSE","FALSE","","","9/11/2011 18:00","10/11/2011 9:00","15:00","10-Nov-11",""," NA"," 11357","  757.1333","   NA","     NA"," 73","NA"," 2","NA","Kambah Pool","15.00000","  11357","2011","313","","Kambah Pool"," 313","09-Nov-11","Angle Crossing"," 268.001","21.778","7.270"," 29.660"," 89.100","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.2787","295.7213"," 6.144074","289.5772"
"B20111111-1"," 68","687","B7","M. peelii","C:\DBImages\NoImage.jpg","10.567","10.960092","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 7","NA","Row 1 col 1 on slide.","18-Sep-13"," 68"," 2","300"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA"," 9","290","220","C:\DBImages\O2\O2A_0001.jpg","1.32"," 4","A"," 1","A","4.0","295.0","17.48"," 6.5","Row 1 col 1 on slide.","18-Sep-13","687","10-Nov-11","Drift net 5","00-Jan-00","454594","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 623092"," NA","168498","FALSE","FALSE","FALSE","","","10/11/2011 18:00","11/11/2011 9:30","15:30","11-Nov-11",""," NA","168498","11233.2000","   NA","     NA","  5","NA","NA","NA","Bullen Range","15.50000"," 168498","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.4577","296.5423"," 6.096050","290.4463"
"B20111111-2"," 69","687","B8","M. peelii","C:\DBImages\NoImage.jpg","11.033","11.443428","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 8","NA","Row 1 col 2 on slide.
2nd mounted on slide, polished, heated, slide broken and repaired.","18-Sep-13"," 69"," 2","280"," NA","C:\DBImages\O1\NoImage.jpg"," NA","  NA","10","280","210","C:\DBImages\O2\O2A_0002.jpg","1.33"," 7","A"," 2","A","5.0","280.0","16.60"," 8.5","Row 1 col 2 on slide.
2nd mounted on slide, polished, heated, slide broken and repaired.","18-Sep-13","687","10-Nov-11","Drift net 5","00-Jan-00","454594","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 623092"," NA","168498","FALSE","FALSE","FALSE","","","10/11/2011 18:00","11/11/2011 9:30","15:30","11-Nov-11",""," NA","168498","11233.2000","   NA","     NA","  5","NA","NA","NA","Bullen Range","15.50000"," 168498","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.9207","297.0793"," 6.096050","290.9832"
"B20111110-70"," 70","685","B9","","C:\DBImages\NoImage.jpg","11.440","11.865568","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B"," 9","NA","Row 1 col 3 on slide.","27-Sep-13"," 70"," 2","302","250","C:\DBImages\O1\O1_0070.jpg","320","1.21"," 9","300","240","C:\DBImages\O2\O2A_0003.jpg","1.25"," 7","A"," 3","A","5.0","301.0","17.84"," 8.0","Row 1 col 3 on slide.","27-Sep-13","685","10-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","10/11/2011 17:30","11/11/2011 10:00","16:30","11-Nov-11",""," NA","    NA","        NA","   NA","     NA"," 27","NA","NA","NA","Bullen Range","16.50000","     NA","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.6725","296.3275"," 6.096050","290.2314"
"B20111110-71"," 71","685","B10","","C:\DBImages\Larva\71.jpg","11.042","11.452762","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B","10","NA","","27-Sep-13"," 71"," 2","290","245","C:\DBImages\O1\O1_0071.jpg","290","1.18"," 7","300","210","C:\DBImages\O2\O2A_0004.jpg","1.43"," 6","A"," 4","A","3.0","295.0","17.48"," 6.5","","27-Sep-13","685","10-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","10/11/2011 17:30","11/11/2011 10:00","16:30","11-Nov-11",""," NA","    NA","        NA","   NA","     NA"," 27","NA","NA","NA","Bullen Range","16.50000","     NA","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.4577","296.5423"," 6.096050","290.4463"
"B20111110-72"," 72","685","B11","","C:\DBImages\Larva\72.jpg"," 9.692","10.052542","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B","11","NA","","02-Dec-13"," 72"," 2","300","200","C:\DBImages\O1\O1_0072.jpg","300","1.50"," 9","280","200","C:\DBImages\O2\O2A_0005.jpg","1.40"," 9","A"," 5","A","4.0","290.0","17.19"," 9.0","","02-Dec-13","685","10-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","10/11/2011 17:30","11/11/2011 10:00","16:30","11-Nov-11",""," NA","    NA","        NA","   NA","     NA"," 27","NA","NA","NA","Bullen Range","16.50000","     NA","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.2787","296.7213"," 6.096050","290.6252"
"B20111110-73"," 73","685","B12","","C:\DBImages\Larva\73.jpg","11.497","11.924688","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","B","12","NA","","02-Dec-13"," 73"," 2","310","240","C:\DBImages\O1\O1_0073.jpg","315","1.29","11","320","230","C:\DBImages\O2\O2A_0006.jpg","1.39","NA","A"," 6","A","2.0","315.0","18.67","11.0","","02-Dec-13","685","10-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","10/11/2011 17:30","11/11/2011 10:00","16:30","11-Nov-11",""," NA","    NA","        NA","   NA","     NA"," 27","NA","NA","NA","Bullen Range","16.50000","     NA","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.1737","295.8263"," 6.096050","289.7303"
"B20111110-74"," 74","685","C12","","C:\DBImages\Larva\74.jpg","11.140","11.554408","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","C","12","NA","","02-Dec-13"," 74"," 2","300","230","C:\DBImages\O1\O1_0074.jpg","310","1.30","11","300","220","C:\DBImages\O2\O2A_0007.jpg","1.36"," 9","A"," 7","A","5.0","300.0","17.78","10.0","","02-Dec-13","685","10-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","10/11/2011 17:30","11/11/2011 10:00","16:30","11-Nov-11",""," NA","    NA","        NA","   NA","     NA"," 27","NA","NA","NA","Bullen Range","16.50000","     NA","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.6367","296.3633"," 6.096050","290.2672"
"B20111110-75"," 75","686","C11","","C:\DBImages\Larva\75.jpg","11.770","12.207844","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","C","11","NA","","02-Dec-13"," 75"," 2","310","230","C:\DBImages\O1\O1_0075.jpg","300","1.35"," 9","320","240","C:\DBImages\O2\O2A_0008.jpg","1.33","12","A"," 8","A","3.0","315.0","18.67","10.5","","02-Dec-13","686","10-Nov-11","Drift net 4","00-Jan-00","508071","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 659758"," NA","151687","FALSE","FALSE","FALSE","","","10/11/2011 18:00","11/11/2011 9:30","15:30","11-Nov-11",""," NA","151687","10112.4667","   NA","     NA","  2","NA","NA","NA","Bullen Range","15.50000"," 151687","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.1737","295.8263"," 6.096050","289.7303"
"B20111110-76"," 76","686","C10","","C:\DBImages\Larva\76.jpg","10.980","11.388456","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","C","10","NA","","02-Dec-13"," 76"," 2","310","245","C:\DBImages\O1\O1_0076.jpg","320","1.27"," 6","300","240","C:\DBImages\O2\O2A_0009.jpg","1.25","NA","A"," 9","A","5.0","305.0","18.08"," 6.0","Careful of sequence, may have ablated this out of sequence.","02-Dec-13","686","10-Nov-11","Drift net 4","00-Jan-00","508071","    NA","  NA","  NA","   NA","00-Jan-00","     NA"," 659758"," NA","151687","FALSE","FALSE","FALSE","","","10/11/2011 18:00","11/11/2011 9:30","15:30","11-Nov-11",""," NA","151687","10112.4667","   NA","     NA","  2","NA","NA","NA","Bullen Range","15.50000"," 151687","2011","314","","Bullen Range"," 314","10-Nov-11","Angle Crossing"," 290.515","21.850","7.300"," 31.863"," 92.200","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.8157","296.1843"," 6.096050","290.0883"
"N20111115-77"," 77","688","C9","","C:\DBImages\Larva\77.jpg","11.381","11.804373","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","C"," 9","NA","","02-Dec-13"," 77"," 1","310","240","C:\DBImages\O1\O1_0077.jpg","300","1.29"," 7","310"," NA","C:\DBImages\O2\O2A_0010.jpg","  NA","NA","-","NA",""," NA","310.0","18.37"," 7.0","No 2 lost but blasted blank spot anyway","02-Dec-13","688","15-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","15/11/2011 17:30","16/11/2011 9:30","16:00","16-Nov-11",""," NA","    NA","        NA","   NA","     NA","  3","NA","NA","NA","Nerreman","16.00000","     NA","2011","319","","Nerreman"," 319","15-Nov-11","Angle Crossing"," 362.417","22.380","7.378"," 63.062"," 90.300","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.9947","301.0053"," 5.742540","295.2628"
