"Label","Row.names","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","PlateID","Row","Column","NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X.x","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","Field0","ageOL","hatchdoy","incTime","spawn","nestdist","cladeNo.x","cladeNo.y","clade","X.y","X.1","X.2","X.3"
"N20131111-211","N20131111-211","211","800","C3","M. peelii","C:\DBImages\Larva\211.tif","11.424","11.848973","NA","Alan Couch","NA","-22.70","12.50","3.06","1.24","Wild caught Murrumbidgee","2013A","C"," 3","NA","","10-Feb-14","211","2","290","220","C:\DBImages\O1\O1_0211.jpg","300","1.32"," 8","280","220","C:\DBImages\O2\O2D_0016.jpg","1.27"," 7","D"," 3","B"," NA","285.0","16.89"," 7.5","","10-Feb-14","800","11-Nov-13","Drift net 3","00-Jan-00","194677","195192"," 515","16.8","16.8","00-Jan-00"," 522346"," 522500","154","30 pull estimate","TRUE"," TRUE"," TRUE","","","11/11/2013 15:44","12/11/2013 9:40","17:56","12-Nov-13","","NA","327823","19283.706","334.5"," 719844","  6","NA","NA","NA","","17.93333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","16.89327","298.1067","10.464900","287.6418","34346.9860"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-212","N20131111-212","212","801","C4","M. peelii","C:\DBImages\Larva\212.tif","11.067","11.478692","18","Alan Couch","NA","-23.21","12.19","3.07","1.10","Wild caught Murrumbidgee","2013A","C"," 4","NA","","10-Feb-14","212","2","310","200","C:\DBImages\O1\O1_0212.jpg","300","1.55"," 9","300","220","C:\DBImages\O2\O2D_0017.jpg","1.36"," 9","D"," 4","B"," NA","305.0","18.08"," 9.0","Kyne 311um","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","18.07644","296.9236","10.464900","286.4587","32926.0012"," 6"," 6","hB1","NA","NA","NA",""
"N20131111-213","N20131111-213","213","801","C5","M. peelii","C:\DBImages\Larva\213.tif","11.453","11.879052","NA","Alan Couch","NA","-23.22","17.46","3.14","0.87","Wild caught Murrumbidgee","2013A","C"," 5","NA","","10-Feb-14","213","2","320","230","C:\DBImages\O1\O1_0213.jpg","320","1.39"," 8","320","225","C:\DBImages\O2\O2D_0018.jpg","1.42"," 8","D"," 5","B"," NA","320.0","18.96"," 8.0","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","18.96381","296.0362","10.464900","285.5713","31860.2626"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-214","N20131111-214","214","801","C6","M. peelii","C:\DBImages\Larva\214.tif","11.736","12.172579","NA","Alan Couch","NA","-23.09","12.34","3.12","0.94","Wild caught Murrumbidgee","2013A","C"," 6","NA","","10-Feb-14","214","2","315","240","C:\DBImages\O1\O1_0214.jpg","320","1.31","10","320","210","C:\DBImages\O2\O2D_0019.jpg","1.52","11","D"," 6","B"," NA","317.5","18.82","10.5","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","18.81592","296.1841","10.464900","285.7192","32037.8857"," 6"," 6","hB1","NA","NA","NA",""
"N20131111-215","N20131111-215","215","801","C7","M. peelii","C:\DBImages\Larva\215.tif","10.439","10.827331","NA","Alan Couch","NA","-23.81","17.50","3.22","0.66","Wild caught Murrumbidgee","2013A","C"," 7","NA","","10-Feb-14","215","2","285","210","C:\DBImages\O1\O1_0215.jpg","250","1.36","NA","285","205","C:\DBImages\O2\O2D_0020.jpg","1.39","NA","D"," 7","B"," NA","285.0","16.89","  NA","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","16.89327","298.1067","10.464900","287.6418","34346.9860"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-216","N20131111-216","216","801","C8","M. peelii","C:\DBImages\Larva\216.tif","11.277","11.696504","NA","Alan Couch","NA","-22.69","12.11","3.17","0.84","Wild caught Murrumbidgee","2013A","C"," 8","NA","","10-Feb-14","216","2","300","220","C:\DBImages\O1\O1_0216.jpg","290","1.36","10","290","205","C:\DBImages\O2\O2D_0021.jpg","1.41","10","D"," 8","B"," NA","295.0","17.48","10.0","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","17.48485","297.5151","10.464900","287.0502","33636.4936"," 1"," 1","hN1","NA","NA","NA",""
"N20131111-217","N20131111-217","217","801","C9","M. peelii","C:\DBImages\Larva\217.tif","10.350","10.735020","NA","Alan Couch","NA","-23.84","17.30","3.22","0.56","Wild caught Murrumbidgee","2013A","C"," 9","NA","","10-Feb-14","217","2","280","210","C:\DBImages\O1\O1_0217.jpg","330","1.33"," 9","290","200","C:\DBImages\O2\O2D_0022.jpg","1.45","10","D"," 9","B"," NA","285.0","16.89"," 9.5"," (remeasured 6/8/14)","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","16.89327","298.1067","10.464900","287.6418","34346.9860"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-218","N20131111-218","218","801","C10","M. peelii","C:\DBImages\Larva\218.tif","11.009","11.418535","18","Alan Couch","NA","-22.67","13.01","3.19","0.92","Wild caught Murrumbidgee","2013A","C","10","NA","","10-Feb-14","218","2","280","210","C:\DBImages\O1\O1_0218.jpg","280","1.33","NA","280","195","C:\DBImages\O2\O2D_0023.jpg","1.44"," 8","D","10","B"," NA","280.0","16.60","  NA","Kyne 273","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","16.59748","298.4025","10.464900","287.9376","34702.2322"," 4"," 4","hM1","NA","NA","NA",""
"N20131111-219","N20131111-219","219","801","C11","M. peelii","C:\DBImages\Larva\219.tif","11.501","11.928837","NA","Alan Couch","NA","-23.07","12.32","3.15","0.90","Wild caught Murrumbidgee","2013A","C","11","NA","","10-Feb-14","219","2","320","240","C:\DBImages\O1\O1_0219.jpg","350","1.33"," 8","340","220","C:\DBImages\O2\O2D_0024.jpg","1.55"," 9","D","11","B"," NA","330.0","19.56"," 8.5","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","19.55540","295.4446","10.464900","284.9797","31149.7702"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-220","N20131111-220","220","801","C12","M. peelii","C:\DBImages\Larva\220.tif","11.288","11.707914","16","Alan Couch","NA","-22.98","12.92","3.19","0.88","Wild caught Murrumbidgee","2013A","C","12","NA","","10-Feb-14","220","2","275","200","C:\DBImages\O1\O1_0220.jpg","250","1.38"," 9","260","185","C:\DBImages\O2\O2D_0025.jpg","1.41"," 9","D","12","B"," NA","267.5","15.86"," 9.0","kyne 260um - maybe 17","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","15.85800","299.1420","10.464900","288.6771","35590.3476"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-223","N20131111-223","223","801","D10","M. peelii","C:\DBImages\Larva\223.tif","11.434","11.859345","NA","Alan Couch","NA","-23.69","12.82","3.27","0.68","Wild caught Murrumbidgee","2013A","D","10","NA","","10-Feb-14","223","2","270","220","C:\DBImages\O1\O1_0223.jpg","290","1.23","NA","285","220","C:\DBImages\O2\O2D_0028.jpg","1.30","10","D"," 1","C"," NA","277.5","16.45","  NA","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","16.44958","298.5504","10.464900","288.0855","34879.8553"," 3"," 3","hK1","NA","NA","NA",""
"N20131111-224","N20131111-224","224","801","D9","M. peelii","C:\DBImages\Larva\224.tif","10.312","10.695606","NA","Alan Couch","NA","-23.35","17.16","3.44","0.35","Wild caught Murrumbidgee","2013A","D"," 9","NA","","10-Feb-14","224","2","310","220","C:\DBImages\O1\O1_0224.jpg","300","1.41","11","300","220","C:\DBImages\O2\O2D_0029.jpg","1.36","NA","D"," 2","C"," NA","305.0","18.08","11.0","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.8","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night","TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13","","NA","156668"," 9215.765","270.5"," 578870"," 13","NA","NA","NA","","17.83333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","18.07644","296.9236","10.464900","286.4587","32926.0012"," 9"," 9","hN2","NA","NA","NA",""
"N20131118-263","N20131118-263","263","816","G7","M. peelii","C:\DBImages\Larva\263.tif","10.657","11.053440","NA","Alan Couch","NA","-22.96","13.57","3.27","0.55","Wild caught Murrumbidgee","2013A","G"," 7","NA","","17-Jun-14","263","2","210","160","C:\DBImages\O1\O1_0263.jpg","210","1.31","NA","220","170","C:\DBImages\O2\NoImage.jpg","1.29","NA","D"," 9","E"," NA","215.0","12.75","  NA","","20-Jun-14","816","18-Nov-13","Drift net 6","00-Jan-00","662406","662822"," 416","20.6","19.7","00-Jan-00"," 935607"," 935867","260","","TRUE"," TRUE"," TRUE","","","18/11/2013 16:37","19/11/2013 9:43","17:06","19-Nov-13","","NA","273461","16085.941","338.0"," 693576"," 12","NA","NA"," 2","","17.10000","NA","2013","322","20-Nov-13","Nerreman","976","18-Nov-13","Angle Crossing","1014.370","17.766","7.372","17.471","95.989","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","12.75218","309.2478"," 8.820078","300.4277","39320.4327"," 1"," 1","hN1","NA","NA","NA",""
"N20131118-264","N20131118-264","264","816","G8","M. peelii","C:\DBImages\Larva\264.jpg"," 9.548"," 9.903186","NA","Alan Couch","NA","-24.38","13.30","3.24","0.67","Wild caught Murrumbidgee","2013A","G"," 8","NA","","17-Jun-14","264","2","350","260","C:\DBImages\O1\O1_0264.jpg","350","1.35"," 6","350","280","C:\DBImages\O2\NoImage.jpg","1.25"," 9","D","10","E"," NA","350.0","20.74"," 7.5","","20-Jun-14","816","18-Nov-13","Drift net 6","00-Jan-00","662406","662822"," 416","20.6","19.7","00-Jan-00"," 935607"," 935867","260","","TRUE"," TRUE"," TRUE","","","18/11/2013 16:37","19/11/2013 9:43","17:06","19-Nov-13","","NA","273461","16085.941","338.0"," 693576"," 12","NA","NA"," 2","","17.10000","NA","2013","322","20-Nov-13","Nerreman","976","18-Nov-13","Angle Crossing","1014.370","17.766","7.372","17.471","95.989","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","20.73856","301.2614"," 8.820078","292.4414","29728.7855"," 8"," 8","hK3","NA","NA","NA",""
"N20131118-265","N20131118-265","265","816","G9","M. peelii","C:\DBImages\Larva\265.jpg","10.582","10.975650","NA","Alan Couch","NA","-23.97","17.88","3.25","0.71","Wild caught Murrumbidgee","2013A","G"," 9","NA","","17-Jun-14","265","2","250","180","C:\DBImages\O1\O1_0265.jpg","250","1.39"," 8","240","200","C:\DBImages\O2\NoImage.jpg","1.20"," 8","D","11","E"," NA","245.0","14.53"," 8.0","","20-Jun-14","816","18-Nov-13","Drift net 6","00-Jan-00","662406","662822"," 416","20.6","19.7","00-Jan-00"," 935607"," 935867","260","","TRUE"," TRUE"," TRUE","","","18/11/2013 16:37","19/11/2013 9:43","17:06","19-Nov-13","","NA","273461","16085.941","338.0"," 693576"," 12","NA","NA"," 2","","17.10000","NA","2013","322","20-Nov-13","Nerreman","976","18-Nov-13","Angle Crossing","1014.370","17.766","7.372","17.471","95.989","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","14.52693","307.4731"," 8.820078","298.6530","37188.9555"," 6"," 6","hB1","NA","NA","NA",""
"N20131118-266","N20131118-266","266","816","G10","M. peelii","C:\DBImages\Larva\266.jpg","12.172","12.624798","19","Alan Couch","NA","-23.26","12.63","3.14","0.96","Wild caught Murrumbidgee","2013A","G","10","NA","","17-Jun-14","266","2","380","270","C:\DBImages\O1\O1_0266.jpg","390","1.41"," 9","350","270","C:\DBImages\O2\NoImage.jpg","1.30","10","D","12","E"," NA","365.0","21.63"," 9.5","Kyne 381um","20-Jun-14","816","18-Nov-13","Drift net 6","00-Jan-00","662406","662822"," 416","20.6","19.7","00-Jan-00"," 935607"," 935867","260","","TRUE"," TRUE"," TRUE","","","18/11/2013 16:37","19/11/2013 9:43","17:06","19-Nov-13","","NA","273461","16085.941","338.0"," 693576"," 12","NA","NA"," 2","","17.10000","NA","2013","322","20-Nov-13","Nerreman","976","18-Nov-13","Angle Crossing","1014.370","17.766","7.372","17.471","95.989","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","21.62594","300.3741"," 8.820078","291.5540","28663.0469"," 6"," 6","hB1","NA","NA","NA",""
"T20131112-226","T20131112-226","226","811","D7","M. peelii","C:\DBImages\Larva\226.tif","10.544","10.936237","NA","Alan Couch","NA","-23.60","14.00","3.21","0.88","Wild caught Murrumbidgee","2013A","D"," 7","NA","","10-Feb-14","226","2","240","200","C:\DBImages\O1\O1_0226.jpg","250","1.20"," 7","245","190","C:\DBImages\O2\O2D_0031.jpg","1.29"," 7","D"," 4","C"," NA","242.5","14.38"," 7.0","","10-Feb-14","811","12-Nov-13","Drift net 1","00-Jan-00","569343","570031"," 688","18.5","17.3","00-Jan-00"," 707125"," 707408","283","","TRUE"," TRUE"," TRUE","","","12/11/2013 15:06","13/11/2013 9:34","18:28","13-Nov-13","","NA","138065"," 7670.278","485.5","1075868","  1","NA","NA","NA","","18.46667","NA","2013","316","20-Nov-13","Tharwa Sandwash","970","12-Nov-13","Angle Crossing"," 411.533","16.258","7.554","10.114","96.429","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Angle Crossing","14.37904","301.6210"," 9.825914","291.7951"," -518.5214"," 4"," 4","hM1","NA","NA","NA",""
"T20131119-267","T20131119-267","267","818","G11","M. peelii","C:\DBImages\Larva\267.jpg"," 9.173"," 9.514236","NA","Alan Couch","NA","-24.24","13.20","3.45","0.31","Wild caught Murrumbidgee","2013A","G","11","NA","","17-Jun-14","267","2","200","160","C:\DBImages\O1\O1_0267.jpg","200","1.25","NA","200","150","C:\DBImages\O2\NoImage.jpg","1.33","NA","D","13","E"," NA","200.0","11.86","  NA","","20-Jun-14","818","19-Nov-13","Drift net 2","00-Jan-00","370852","371720"," 868","21.9","20.1","00-Jan-00"," 583639"," 583935","296","","TRUE"," TRUE"," TRUE","yes and yes other species too","","19/11/2013 16:33","20/11/2013 9:11","16:38","20-Nov-13","","NA","213083","13317.688","582.0","1161672","  1","NA","NA"," 2","","16.63333","NA","2013","323","20-Nov-13","Tharwa Sandwash","977","19-Nov-13","Angle Crossing"," 991.306","19.245","7.348","13.119","96.471","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Angle Crossing","11.86480","311.1352"," 7.833585","303.3016"," 2501.0712"," 7"," 7","hK2","NA","NA","NA",""
"T20131119-268","T20131119-268","268","819","G12","M. peelii","C:\DBImages\Larva\268.jpg"," 9.273"," 9.617956","NA","Alan Couch","NA","-24.32","13.18","3.39","0.34","Wild caught Murrumbidgee","2013A","G","12","NA","","17-Jun-14","268","2","310","230","C:\DBImages\O1\O1_0268.jpg","310","1.35","NA","310","230","C:\DBImages\O2\NoImage.jpg","1.35"," 9","D","14","E"," NA","310.0","18.37","  NA","","20-Jun-14","819","19-Nov-13","Drift net 1","00-Jan-00","729003","729833"," 830","21.9","20.1","00-Jan-00"," 960480"," 961081","601","","TRUE"," TRUE"," TRUE","","","19/11/2013 16:35","20/11/2013 9:13","16:38","20-Nov-13","","NA","232078","14504.875","715.5","1428138","  2","NA","NA","NA","","16.63333","NA","2013","323","20-Nov-13","Tharwa Sandwash","977","19-Nov-13","Angle Crossing"," 991.306","19.245","7.348","13.119","96.471","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Angle Crossing","18.37223","304.6278"," 7.833585","296.7942","-5314.3450"," 5"," 5","hT1","NA","NA","NA",""
