Label,LarvalRecords.LarvaID,CollectionEvent,RackNo,Species,LarvaePhoto,LarvaEthanolLength,LarvaLength,KnownAge,CollectedBy,LarvalRecords.Comments,Calculated Age,Delta13C,Delta15N,CNRatio,BodyWeight,SourceLarvae,LarvalRecords.CreatedDate,LarvalRecords.PlateID,LarvalRecords.Row,LarvalRecords.Column,LarvalRecords.NestID,LarvalOtoliths.LarvaID,OtolithCount,Otolith1Length,Otolith1Width,Otolith1Photo,PatsLength,Ratio1,Otolith1Rings,Otolith2Length,Otolith2Width,Otolith2Photo,Ratio2,Otolith2Rings,AblationSlide,AblationSlideColumn,AblationSlideRow,AblationCentralityScore,MeanOtolithLength,LarvalOtoliths.Comments,MeanDailyIncrements,LarvalOtoliths.CreatedDate,OLEstimateAge,Larva Collection.ID,Set Date,Net,Set Time,Set Flow Rotor Count,Set 30 Seconds Count,Set Rotor Delta,Water Temperature on Set,Water Temperature on Pull,Pull Time,Pull Flow Rotor Count,Pull 30 sec Rotor Count,Pull Rotor Delta,Larva Collection.Comments,Examined,Larvae Found,Cod Confirmed,Larvae Comments,Weather,cSettime,cPulltime,Soak Time,Pull Date,Larva Collection.Source,Depth (m),Total Rotor Delta,Delta per Hour,Average set and pull 30 sec delta,Av rotor if over whole soak time,Maccullochella larvae,Perca larvae,Cyprinus larvae,Other species,Location,SoakHours,OrigTotalRotor,YearOnly,Day of Year,Larva Collection.CreatedDate,SiteName,ACFlowAndWQ.ID,Datetime,ACFlowAndWQ.Station,DischargeMean,WaterTempMean,pH Instantaneous,TurbidityMean,DOInstantaneous,Sites.ID,RiverName,RiverSystemPart,Segment,Site Name,Latitude,Longitude,GPS Coordinates,new Latitude,new Longitude,X,Y,Elevation (m) from DEM,Distance from source (m),Distance to Angle Crossing (m),Distance_old,Sites.Source,AKA,Type,Slope,Width,Depth,Description,Fishing Access,Seg,Field0,ageOL,hatchDoY,incubTime,spawnDoY,Genetics.PlateID,Genetics.Row,Genetics.Column,raceCladeName,raceCladeNumber,CladeName,cladeNumber,cladeGoTName,Genetics.NestID,NestGoTName,Sibling,SiblingIDs,Genetics.Comments,Genetics.CreatedDate,nestMother
T20131217-349,349,880,F8,,C:\DBImages\Larva\349.jpg,10.605,10.999506,,Alan Couch,,,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,F,8.00,,349,2,320,240,C:\DBImages\O1\O1_0349.jpg,,1.33,9,310,240,C:\DBImages\O2\O2F_0017.jpg,1.29,,F,3,B,,315,Count for #1 only after grinding and immersion oil.,9,22-Jul-14,18.67,880,17-Dec-13,Drift net 4,00-Jan-00,10962,11306,344,,26.10,00-Jan-00,430850,431099,249,,TRUE,TRUE,FALSE,,,17/12/2013 14:58,18/12/2013 9:58,19:00,18-Dec-13,,,420137,22112.47368,296.5,676020,3,,,,,19,,2013,351,20-Dec-13,Tharwa Sandwash,1005,17-Dec-13,Angle Crossing,170.797,24.41,7.103,6.196,95.087,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,18.6680193,332.3319807,4.38853,327.9434507,,,,,,,,,,,,,,,
T20131217-350,350,880,F9,,C:\DBImages\Larva\350.jpg,10.328,10.7122016,,Alan Couch,,,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,F,9.00,,350,2,400,290,C:\DBImages\O1\O1_0350.jpg,,1.38,,405,285,C:\DBImages\O2\O2F_0018.jpg,1.42,,F,4,B,,402.5,Otolith #1 lost grinding on 12/8/14. Rings becoming visible. At least 11.,,22-Jul-14,23.84,880,17-Dec-13,Drift net 4,00-Jan-00,10962,11306,344,,26.10,00-Jan-00,430850,431099,249,,TRUE,TRUE,FALSE,,,17/12/2013 14:58,18/12/2013 9:58,19:00,18-Dec-13,,,420137,22112.47368,296.5,676020,3,,,,,19,,2013,351,20-Dec-13,Tharwa Sandwash,1005,17-Dec-13,Angle Crossing,170.797,24.41,7.103,6.196,95.087,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,23.8443793,327.1556207,4.38853,322.7670907,,,,,,,,,,,,,,,
T20131217-351,351,879,F10,,C:\DBImages\Larva\351.jpg,9.792,10.1562624,,Alan Couch,"No gut, body soft and decomposed ",,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,F,10.00,,351,2,310,240,C:\DBImages\O1\O1_0351.jpg,,1.29,,300,235,C:\DBImages\O2\O2F_0019.jpg,1.28,4,F,5,B,,305,,,22-Jul-14,18.08,879,17-Dec-13,Drift net 3,00-Jan-00,627475,628325,850,,26.10,00-Jan-00,700400,700632,232,,TRUE,TRUE,FALSE,,,17/12/2013 14:55,18/12/2013 10:00,19:05,18-Dec-13,,,73157,3850.368421,541,1238890,4,,,,,19.08333333,,2013,351,20-Dec-13,Tharwa Sandwash,1005,17-Dec-13,Angle Crossing,170.797,24.41,7.103,6.196,95.087,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,18.0764353,332.9235647,4.38853,328.5350347,,,,,,,,,,,,,,,
K20131218-352,352,883,F11,,C:\DBImages\Larva\352.jpg,8.953,9.2860516,,Alan Couch,"No gut, body soft and decomposed ",,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,F,11.00,,352,2,260,200,C:\DBImages\O1\O1_0352.jpg,,1.30,,280,215,C:\DBImages\O2\O2F_0020.jpg,1.30,,F,6,B,,270,,,22-Jul-14,16.01,883,18-Dec-13,Drift net 3,00-Jan-00,700692,701068,376,27.60,,00-Jan-00,882398,882489,91,,TRUE,TRUE,FALSE,,,18/12/2013 17:06,19/12/2013 11:13,18:07,19-Dec-13,,,181797,10099.83333,233.5,507629,17,,,,,18.11666667,,2013,352,20-Dec-13,Kambah Pool,1006,18-Dec-13,Angle Crossing,189.077,25.579,7.117,5.815,92.317,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,16.0058913,335.9941087,3.608807,332.3853017,,,,,,,,,,,,,,,
K20131218-353,353,884,F12,,C:\DBImages\Larva\353.jpg,10.401,10.7879172,,Alan Couch,,,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,F,12.00,,353,2,280,210,C:\DBImages\O1\O1_0353.jpg,,1.33,,280,215,C:\DBImages\O2\O2F_0021.jpg,1.30,,F,7,B,,280,,,22-Jul-14,16.60,884,18-Dec-13,Drift net 4,00-Jan-00,431115,431352,237,27.60,,00-Jan-00,620248,620386,138,,TRUE,TRUE,FALSE,,,18/12/2013 17:08,19/12/2013 11:15,18:07,19-Dec-13,,,189271,10515.05556,187.5,407625,11,,,,,18.11666667,,2013,352,20-Dec-13,Kambah Pool,1006,18-Dec-13,Angle Crossing,189.077,25.579,7.117,5.815,92.317,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,16.5974753,335.4025247,3.608807,331.7937177,,,,,,,,,,,,,,,
K20131218-354,354,884,G1,,C:\DBImages\Larva\354.jpg,10.126,10.5026872,,Alan Couch,Larva had a stone in its mouth,,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,G,1.00,,354,2,260,210,C:\DBImages\O1\O1_0354.jpg,,1.24,,245,195,C:\DBImages\O2\O2F_0022.jpg,1.26,5,F,8,B,,252.5,,,22-Jul-14,14.97,884,18-Dec-13,Drift net 4,00-Jan-00,431115,431352,237,27.60,,00-Jan-00,620248,620386,138,,TRUE,TRUE,FALSE,,,18/12/2013 17:08,19/12/2013 11:15,18:07,19-Dec-13,,,189271,10515.05556,187.5,407625,11,,,,,18.11666667,,2013,352,20-Dec-13,Kambah Pool,1006,18-Dec-13,Angle Crossing,189.077,25.579,7.117,5.815,92.317,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,14.9706193,337.0293807,3.608807,333.4205737,,,,,,,,,,,,,,,
K20131218-355,355,884,G2,,C:\DBImages\Larva\355.jpg,9.904,10.2724288,,Alan Couch,,,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,G,2.00,,355,2,280,220,C:\DBImages\O1\O1_0355.jpg,,1.27,,260,180,C:\DBImages\O2\O2F_0023.jpg,1.44,4,F,9,B,,270, (remeasured 6/8/14),,22-Jul-14,16.01,884,18-Dec-13,Drift net 4,00-Jan-00,431115,431352,237,27.60,,00-Jan-00,620248,620386,138,,TRUE,TRUE,FALSE,,,18/12/2013 17:08,19/12/2013 11:15,18:07,19-Dec-13,,,189271,10515.05556,187.5,407625,11,,,,,18.11666667,,2013,352,20-Dec-13,Kambah Pool,1006,18-Dec-13,Angle Crossing,189.077,25.579,7.117,5.815,92.317,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,16.0058913,335.9941087,3.608807,332.3853017,,,,,,,,,,,,,,,
K20131218-356,356,883,G3,,C:\DBImages\Larva\356.jpg,9.54,9.894888,,Alan Couch,,,,,,,Wild caught Murrumbidgee,22-Jul-14,2013B,G,3.00,,356,2,280,230,C:\DBImages\O1\O1_0356.jpg,,1.22,,260,210,C:\DBImages\O2\O2F_0024.jpg,1.24,5,F,10,B,,270,,,22-Jul-14,16.01,883,18-Dec-13,Drift net 3,00-Jan-00,700692,701068,376,27.60,,00-Jan-00,882398,882489,91,,TRUE,TRUE,FALSE,,,18/12/2013 17:06,19/12/2013 11:13,18:07,19-Dec-13,,,181797,10099.83333,233.5,507629,17,,,,,18.11666667,,2013,352,20-Dec-13,Kambah Pool,1006,18-Dec-13,Angle Crossing,189.077,25.579,7.117,5.815,92.317,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,16.0058913,335.9941087,3.608807,332.3853017,,,,,,,,,,,,,,,
L20131120-357,357,822,G4,,C:\DBImages\Larva\357.jpg,11.92,12.363424,,Alan Couch,,,,,,,Wild caught Murrumbidgee,07-Aug-14,2013B,G,4.00,,357,2,360,275,C:\DBImages\O1\O1_357.jpg,,1.31,10,,,C:\DBImages\O2\O2_357.jpg,,,F,2,C,,360,,10,19-Aug-14,21.33,822,20-Nov-13,Drift net 5,00-Jan-00,363396,363886,490,24.30,21.30,00-Jan-00,767431,767762,331,,TRUE,TRUE,TRUE,,,20/11/2013 15:41,21/11/2013 10:39,18:58,21-Nov-13,,,404366,22464.77778,410.5,934298,1,,1,,,18.96666667,,2013,324,21-Nov-13,Lanyon,978,20-Nov-13,Angle Crossing,833.058,20.62,7.258,10.047,95.442,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,21.3301473,302.6698527,6.91646,295.7533927,,,,,,,,,,,,,,,
L20131120-358,358,823,G5,M. peelii,C:\DBImages\Larva\358.jpg,11.278,11.6975416,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,5.00,,358,2,350,265,C:\DBImages\O1\O1_358.jpg,,1.32,,,,C:\DBImages\O2\O2_358.jpg,,,F,3,C,,350,,,19-Aug-14,20.74,823,20-Nov-13,Drift net 6,00-Jan-00,821720,822163,443,24.30,21.30,00-Jan-00,1239778,1239778,0,added a mill,TRUE,TRUE,TRUE,,,20/11/2013 15:44,21/11/2013 10:37,18:53,21-Nov-13,,,418058,23225.44444,221.5,501919,1,,,,,18.88333333,,2013,324,21-Nov-13,Lanyon,978,20-Nov-13,Angle Crossing,833.058,20.62,7.258,10.047,95.442,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,20.7385633,303.2614367,6.91646,296.3449767,,,,,,,,,,,,,,,
B20131121-359,359,826,,M. peelii,C:\DBImages\Larva\359.jpg,10.964,11.3718608,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,6.00,,359,2,390,290,C:\DBImages\O1\O1_359.jpg,,1.34,,,,C:\DBImages\O2\O2_359.jpg,,,F,4,C,,390,,,19-Aug-14,23.10,826,21-Nov-13,Drift net 5,00-Jan-00,768304,768819,515,23.40,,00-Jan-00,1239383,1239464,81,Added a mill Frog in net. Cod end slightly off (needs 2 screws),TRUE,TRUE,FALSE,,,21/11/2013 16:04,22/11/2013 10:20,18:16,22-Nov-13,,,471160,26175.55556,298,653216,1,4,,,,18.26666667,,2013,325,22-Nov-13,Bullen Range,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,23.1048993,301.8951007,6.959815,294.9352857,,,,,,,,,,,,,,,
B20131121-360,360,827,,M. peelii,C:\DBImages\Larva\360.jpg,11.007,11.4164604,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,7.00,,360,2,270,200,C:\DBImages\O1\O1_360.jpg,,1.35,,,,C:\DBImages\O2\O2_360.jpg,,,F,5,C,,270,,,19-Aug-14,16.01,827,21-Nov-13,Drift net 6,00-Jan-00,239803,240448,645,23.40,,00-Jan-00,933544,934167,623,,TRUE,TRUE,FALSE,more than 20 need confirm,,21/11/2013 16:06,22/11/2013 10:24,18:18,22-Nov-13,,,694364,38575.77778,634,1392264,42,,,,,18.3,,2013,325,22-Nov-13,Bullen Range,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,16.0058913,308.9941087,6.959815,302.0342937,,,,,,,,,,,,,,,
B20131121-361,361,827,,M. peelii,C:\DBImages\Larva\361.jpg,10.352,10.7370944,14,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,8.00,,361,2,185,165,C:\DBImages\O1\O1_361.jpg,,1.12,,,,C:\DBImages\O2\O2_361.jpg,,,F,6,C,,185,Kyne 196um maybe 15,,19-Aug-14,10.98,827,21-Nov-13,Drift net 6,00-Jan-00,239803,240448,645,23.40,,00-Jan-00,933544,934167,623,,TRUE,TRUE,FALSE,more than 20 need confirm,,21/11/2013 16:06,22/11/2013 10:24,18:18,22-Nov-13,,,694364,38575.77778,634,1392264,42,,,,,18.3,,2013,325,22-Nov-13,Bullen Range,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,10.9774273,314.0225727,6.959815,307.0627577,,,,,,,,,,,,,,,
B20131121-362,362,827,,M. peelii,C:\DBImages\Larva\362.jpg,12.652,13.1226544,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,9.00,,362,2,415,290,C:\DBImages\O1\O1_362.jpg,,1.43,,,,C:\DBImages\O2\O2_362.jpg,,,F,7,C,,415,,,19-Aug-14,24.58,827,21-Nov-13,Drift net 6,00-Jan-00,239803,240448,645,23.40,,00-Jan-00,933544,934167,623,,TRUE,TRUE,FALSE,more than 20 need confirm,,21/11/2013 16:06,22/11/2013 10:24,18:18,22-Nov-13,,,694364,38575.77778,634,1392264,42,,,,,18.3,,2013,325,22-Nov-13,Bullen Range,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,24.5838593,300.4161407,6.959815,293.4563257,,,,,,,,,,,,,,,
B20131121-363,363,827,,M. peelii,C:\DBImages\Larva\363.jpg,11.944,12.3883168,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,10.00,,363,2,310,230,C:\DBImages\O1\O1_363.jpg,,1.35,,,,C:\DBImages\O2\O2_363.jpg,,,F,8,C,,310,,,19-Aug-14,18.37,827,21-Nov-13,Drift net 6,00-Jan-00,239803,240448,645,23.40,,00-Jan-00,933544,934167,623,,TRUE,TRUE,FALSE,more than 20 need confirm,,21/11/2013 16:06,22/11/2013 10:24,18:18,22-Nov-13,,,694364,38575.77778,634,1392264,42,,,,,18.3,,2013,325,22-Nov-13,Bullen Range,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,18.3722273,306.6277727,6.959815,299.6679577,,,,,,,,,,,,,,,
M20131121-364,364,828,,M. peelii,C:\DBImages\Larva\364.jpg,10.401,10.7879172,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,11.00,,364,2,225,185,C:\DBImages\O1\O1_364.jpg,,1.22,,,,C:\DBImages\O2\O2_364.jpg,,,F,9,C,,225,,,19-Aug-14,13.34,828,21-Nov-13,Drift net 3,00-Jan-00,669265,669871,606,22.80,21.80,00-Jan-00,911787,912073,286,,TRUE,TRUE,FALSE,,,21/11/2013 14:45,22/11/2013 10:28,19:43,22-Nov-13,,,242808,12779.36842,446,1055236,1,,,,,19.71666667,,2013,325,22-Nov-13,Murramore,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,3,Murrumbidgee,,,Murramore,-35.438889,149.070925,"S35°26’20.00”, E149°04’15.33”",-35.43879611,149.0715458,688030.8547,6076313.781,570.5,227290.7,20813.6,21379,M2G Project Information Document,,Sample,0.37,41,6.5,"Low gradient, confined valley with floodplain pockets",6,21,Angle Crossing,13.3437633,311.6562367,6.959815,304.6964217,,,,,,,,,,,,,,,
M20131121-365,365,829,,,C:\DBImages\Larva\365.jpg,9.736,10.0981792,,Alan Couch,larvea without tail fin and small rear part of the body,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,G,12.00,,365,2,270,210,C:\DBImages\O1\O1_365.jpg,,1.29,,,,C:\DBImages\O2\O2_365.jpg,,,F,10,C,,270,,,19-Aug-14,16.01,829,21-Nov-13,Drift net 4,00-Jan-00,373941,374522,581,22.80,21.80,00-Jan-00,582346,582378,32,,FALSE,FALSE,FALSE,,,21/11/2013 14:27,22/11/2013 10:24,19:57,22-Nov-13,,,208437,10970.36842,306.5,733761,3,,1,,,19.95,,2013,325,22-Nov-13,Murramore,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,3,Murrumbidgee,,,Murramore,-35.438889,149.070925,"S35°26’20.00”, E149°04’15.33”",-35.43879611,149.0715458,688030.8547,6076313.781,570.5,227290.7,20813.6,21379,M2G Project Information Document,,Sample,0.37,41,6.5,"Low gradient, confined valley with floodplain pockets",6,21,Angle Crossing,16.0058913,308.9941087,6.959815,302.0342937,,,,,,,,,,,,,,,
M20131121-366,366,829,,,C:\DBImages\Larva\366.jpg,11.56,11.990032,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,H,1.00,,366,2,270,215,C:\DBImages\O1\O1_366.jpg,,1.26,,,,C:\DBImages\O2\O2_366.jpg,,,F,1,D,,270,,,19-Aug-14,16.01,829,21-Nov-13,Drift net 4,00-Jan-00,373941,374522,581,22.80,21.80,00-Jan-00,582346,582378,32,,FALSE,FALSE,FALSE,,,21/11/2013 14:27,22/11/2013 10:24,19:57,22-Nov-13,,,208437,10970.36842,306.5,733761,3,,1,,,19.95,,2013,325,22-Nov-13,Murramore,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,3,Murrumbidgee,,,Murramore,-35.438889,149.070925,"S35°26’20.00”, E149°04’15.33”",-35.43879611,149.0715458,688030.8547,6076313.781,570.5,227290.7,20813.6,21379,M2G Project Information Document,,Sample,0.37,41,6.5,"Low gradient, confined valley with floodplain pockets",6,21,Angle Crossing,16.0058913,308.9941087,6.959815,302.0342937,,,,,,,,,,,,,,,
M20131121-367,367,829,,,C:\DBImages\Larva\367.jpg,10.475,10.86467,,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,H,2.00,,367,2,280,225,C:\DBImages\O1\O1_367.jpg,,1.24,,,,C:\DBImages\O2\O2_367.jpg,,,F,2,D,,280,,,19-Aug-14,16.60,829,21-Nov-13,Drift net 4,00-Jan-00,373941,374522,581,22.80,21.80,00-Jan-00,582346,582378,32,,FALSE,FALSE,FALSE,,,21/11/2013 14:27,22/11/2013 10:24,19:57,22-Nov-13,,,208437,10970.36842,306.5,733761,3,,1,,,19.95,,2013,325,22-Nov-13,Murramore,979,21-Nov-13,Angle Crossing,670.637,20.555,7.19,8.701,95.253,3,Murrumbidgee,,,Murramore,-35.438889,149.070925,"S35°26’20.00”, E149°04’15.33”",-35.43879611,149.0715458,688030.8547,6076313.781,570.5,227290.7,20813.6,21379,M2G Project Information Document,,Sample,0.37,41,6.5,"Low gradient, confined valley with floodplain pockets",6,21,Angle Crossing,16.5974753,308.4025247,6.959815,301.4427097,,,,,,,,,,,,,,,
L20131127-368,368,842,,,C:\DBImages\Larva\368.jpg,10.294,10.6769368,,Alan Couch,368A.jpg,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,H,3.00,,368,2,285,210,C:\DBImages\O1\O1_368.jpg,,1.36,,,,C:\DBImages\O2\O2_368.jpg,,,F,3,D,,285,,,19-Aug-14,16.89,842,27-Nov-13,Drift net 6,00-Jan-00,543845,544406,561,22.00,,00-Jan-00,654638,654903,265,,TRUE,TRUE,TRUE,"lots, 7 frozen",,27/11/2013 14:25,28/11/2013 10:45,20:20,28-Nov-13,,,111058,5552.9,413,1007720,40,,,,,20.33333333,,2013,331,30-Nov-13,Lanyon,985,27-Nov-13,Angle Crossing,391.819,21.015,7.158,7.34,95.06,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,16.8932673,314.1067327,6.652995,307.4537377,,,,,,,,,,,,,,,
L20131127-369,369,842,,,C:\DBImages\Larva\369.jpg,11.139,11.5533708,17,Alan Couch,,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,H,4.00,,369,2,295,220,C:\DBImages\O1\O1_369.jpg,,1.34,,,,C:\DBImages\O2\O2_369.jpg,,,F,4,D,,295,Kyne 291um small for age,,19-Aug-14,17.48,842,27-Nov-13,Drift net 6,00-Jan-00,543845,544406,561,22.00,,00-Jan-00,654638,654903,265,,TRUE,TRUE,TRUE,"lots, 7 frozen",,27/11/2013 14:25,28/11/2013 10:45,20:20,28-Nov-13,,,111058,5552.9,413,1007720,40,,,,,20.33333333,,2013,331,30-Nov-13,Lanyon,985,27-Nov-13,Angle Crossing,391.819,21.015,7.158,7.34,95.06,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,17.4848513,313.5151487,6.652995,306.8621537,,,,,,,,,,,,,,,
L20131127-370,370,842,,,C:\DBImages\Larva\370.jpg,9.213,9.5557236,,Alan Couch,otolith on the single slide covert in glue,,,,,,Wild caught Murrumbidgee,19-Aug-14,2013B,H,5.00,,370,2,275,205,C:\DBImages\O1\O1_370.jpg,,1.34,,,,C:\DBImages\O2\O2_370.jpg,,,F,5,D,,275,,,19-Aug-14,16.30,842,27-Nov-13,Drift net 6,00-Jan-00,543845,544406,561,22.00,,00-Jan-00,654638,654903,265,,TRUE,TRUE,TRUE,"lots, 7 frozen",,27/11/2013 14:25,28/11/2013 10:45,20:20,28-Nov-13,,,111058,5552.9,413,1007720,40,,,,,20.33333333,,2013,331,30-Nov-13,Lanyon,985,27-Nov-13,Angle Crossing,391.819,21.015,7.158,7.34,95.06,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,16.3016833,314.6983167,6.652995,308.0453217,,,,,,,,,,,,,,,
